tag,raw_text,tokens,ch_count
Misandry,nee thevidiyalukka pirantha echakala naya...,"['nee', 'thevidiyalukka', 'pirantha', 'echakala', 'naya', '......']",6
None-of-the-above,Vara Laval poga Bro 🤩😁,"['vara', 'laval', 'poga', 'bro']",4
Misandry,Dad pavingala paamba vedu paapana adi nu sonna periyar,"['dad', 'pavingala', 'paamba', 'vedu', 'paapana', 'adi', 'nu', 'sonna', 'periyar']",9
None-of-the-above,mani kandan  yup mail me macha,"['mani', 'kandan', 'yup', 'mail', 'me', 'macha']",6
None-of-the-above,appo ne tha da kuppai,"['appo', 'ne', 'tha', 'da', 'kuppai']",5
None-of-the-above,Pongada nonnaigalaa... Kalyanamum vena.. oru mairum vena,"['pongada', 'nonnaigalaa', '......', 'kalyanamum', 'vena', '......', 'oru', 'mairum', 'vena']",9
Misandry,Nee alikkappada vendiyavan..hair rajaa from ezham 😈😈😈,"['nee', 'alikkappada', 'vendiyavan', '......', 'hair', 'rajaa', 'from', 'ezham']",8
Hope-Speech,Anna super share anna...illathavangalukku kudukkurathukku oru nalla manasu venum..athu unga kitta irukku,"['anna', 'super', 'share', 'anna', '......', 'illathavangalukku', 'kudukkurathukku', 'oru', 'nalla', 'manasu', 'venum', '......', 'athu', 'unga', 'kitta', 'irukku']",16
Xenophobia,Americavil  eruthu Corona virus vanthiruthal communist karan summa viduvana,"['americavil', 'eruthu', 'corona', 'virus', 'vanthiruthal', 'communist', 'karan', 'summa', 'viduvana']",9
None-of-the-above,Aaha bayatha njamathan pullaingalukku vithaikkam ( pei bayam ),"['aaha', 'bayatha', 'njamathan', 'pullaingalukku', 'vithaikkam', '(', 'pei', 'bayam', ')']",9
Misandry,Dai ..pota ..ipo solli vallatha than da ..unngala mathuri echa pasanga kitta mattikama nalla padiya irrupanga...,"['dai', '......', 'pota', '......', 'ipo', 'solli', 'vallatha', 'than', 'da', '......', 'unngala', 'mathuri', 'echa', 'pasanga', 'kitta', 'mattikama', 'nalla', 'padiya', 'irrupanga', '......']",20
None-of-the-above,H raja pesunathu la thappu athum ennaku therilaaa......avaru sonnathu unmai tha,"['h', 'raja', 'pesunathu', 'la', 'thappu', 'athum', 'ennaku', 'therilaaa', '......', 'avaru', 'sonnathu', 'unmai', 'tha']",13
Misandry,Gobi ivvalavu kevalama ladies ku jaalraa poda vendam. Asingama iruku...,"['gobi', 'ivvalavu', 'kevalama', 'ladies', 'ku', 'jaalraa', 'poda', 'vendam', '.', 'asingama', 'iruku', '......']",12
None-of-the-above,Ram kumar  6385634240 call me,"['ram', 'kumar', '6385634240', 'call', 'me']",5
None-of-the-above,Idhu avangalukaga matumey pani iruku nanba 😇😇....wt pani parunga ungaluku purium Nanba😇😇,"['idhu', 'avangalukaga', 'matumey', 'pani', 'iruku', 'nanba', '......', 'wt', 'pani', 'parunga', 'ungaluku', 'purium', 'nanba']",13
None-of-the-above,Aiyogo oru like mela podamudilae.....,"['aiyogo', 'oru', 'like', 'mela', 'podamudilae', '......']",6
None-of-the-above,Excuse me ....anga enna sola varanganu purunjikama olaradinga,"['excuse', 'me', '......', 'anga', 'enna', 'sola', 'varanganu', 'purunjikama', 'olaradinga']",9
Misandry,Dei yecha padu raja devidiyapaiya hommla hotha devidiyapaiya,"['dei', 'yecha', 'padu', 'raja', 'devidiyapaiya', 'hommla', 'hotha', 'devidiyapaiya']",8
None-of-the-above,Balaji Manoharan  number vaangi Enna pudunga pora,"['balaji', 'manoharan', 'number', 'vaangi', 'enna', 'pudunga', 'pora']",7
Hope-Speech,Epdi patta nalla vanga erukanga ella mathangalilum erukanga iyya nega megaum needudi valga,"['epdi', 'patta', 'nalla', 'vanga', 'erukanga', 'ella', 'mathangalilum', 'erukanga', 'iyya', 'nega', 'megaum', 'needudi', 'valga']",13
None-of-the-above,Enakum intha doubt iruku .... Yaravathu   clear  panungapa..,"['enakum', 'intha', 'doubt', 'iruku', '......', 'yaravathu', 'clear', 'panungapa', '......']",9
None-of-the-above,Maharajan T  ivlo per irundha epdi.ma kekka mudiyum,"['maharajan', 't', 'ivlo', 'per', 'irundha', 'epdi', '.', 'ma', 'kekka', 'mudiyum']",10
None-of-the-above,s 23 episode 156 watch  it enjoy,"['s', '23', 'episode', '156', 'watch', 'it', 'enjoy']",7
None-of-the-above,Inime inda kodumayellamllam enkapoimutiyapothunu teriyalaye,"['inime', 'inda', 'kodumayellamllam', 'enkapoimutiyapothunu', 'teriyalaye']",5
None-of-the-above,dude Anandh  hii bro sema bro,"['dude', 'anandh', 'hii', 'bro', 'sema', 'bro']",6
None-of-the-above,😂😂😂😂😂 Nanba..Unmaiya open ah solitinga .,"['nanba', '......', 'unmaiya', 'open', 'ah', 'solitinga', '.']",7
None-of-the-above,Bro unmailiye ; Video kadaisi varaikum thiru nangai maaadhiriyee act panni irukinga romba kasatm nanba.; Nalla irunchi.; Aprm; Andha akka maaaas.; ; Nanba aprm ungal tholan entry vera level.,"['bro', 'unmailiye', ';', 'video', 'kadaisi', 'varaikum', 'thiru', 'nangai', 'maaadhiriyee', 'act', 'panni', 'irukinga', 'romba', 'kasatm', 'nanba', '.', ';', 'nalla', 'irunchi', '.', ';', 'aprm', ';', 'andha', 'akka', 'maaaas', '.', ';', ';', 'nanba', 'aprm', 'ungal', 'tholan', 'entry', 'vera', 'level', '.']",37
Transphobic,Palaniyulum; Kovilukku; Varum; Paktharkalitam; 200; Rubai; Kodu; Mandirudhu; Tarukiren; Endru; Vanki; Rubayai; Mendum; Daramal; Eamatri; Vidukirarkal; Evarlalukku; Yarum; Pavam; Eandru; Panam; Darathukirirkal; Panam; Sampathilkkave; Evarkal; Aravani; Yakirarkal,"['palaniyulum', ';', 'kovilukku', ';', 'varum', ';', 'paktharkalitam', ';', '200', ';', 'rubai', ';', 'kodu', ';', 'mandirudhu', ';', 'tarukiren', ';', 'endru', ';', 'vanki', ';', 'rubayai', ';', 'mendum', ';', 'daramal', ';', 'eamatri', ';', 'vidukirarkal', ';', 'evarlalukku', ';', 'yarum', ';', 'pavam', ';', 'eandru', ';', 'panam', ';', 'darathukirirkal', ';', 'panam', ';', 'sampathilkkave', ';', 'evarkal', ';', 'aravani', ';', 'yakirarkal']",53
None-of-the-above,Murugesh Murugan  fine bro nenga,"['murugesh', 'murugan', 'fine', 'bro', 'nenga']",5
None-of-the-above,Empa ashiq oru channel la dhan un tholla thangala na indha channel layum idhey velai pathu kadupu ethriye ya nee,"['empa', 'ashiq', 'oru', 'channel', 'la', 'dhan', 'un', 'tholla', 'thangala', 'na', 'indha', 'channel', 'layum', 'idhey', 'velai', 'pathu', 'kadupu', 'ethriye', 'ya', 'nee']",20
Homophobia,bro india layachu athu legal but sri lanka maari countries la innum ilegal thaan.ennalaiyum veeda solla mudiyathu sonnalum avankaluku puriyumanu theriyathu,"['bro', 'india', 'layachu', 'athu', 'legal', 'but', 'sri', 'lanka', 'maari', 'countries', 'la', 'innum', 'ilegal', 'thaan', '.', 'ennalaiyum', 'veeda', 'solla', 'mudiyathu', 'sonnalum', 'avankaluku', 'puriyumanu', 'theriyathu']",23
None-of-the-above,Bro djinn pathi sollunga pls,"['bro', 'djinn', 'pathi', 'sollunga', 'pls']",5
None-of-the-above,Oh my God namma makkala ivanga☺️☺️☺️,"['oh', 'my', 'god', 'namma', 'makkala', 'ivanga']",6
Hope-Speech,Bro neenga last ta ellarukkum sappatu vaanki thanthadu than enakku pitichi erukku..... Bro naanum ungala mathiri neraiya perukku help pannanum ..... So please support my channel bro.... Keep it up bro........,"['bro', 'neenga', 'last', 'ta', 'ellarukkum', 'sappatu', 'vaanki', 'thanthadu', 'than', 'enakku', 'pitichi', 'erukku', '......', 'bro', 'naanum', 'ungala', 'mathiri', 'neraiya', 'perukku', 'help', 'pannanum', '......', 'so', 'please', 'support', 'my', 'channel', 'bro', '......', 'keep', 'it', 'up', 'bro', '......']",34
None-of-the-above,Karthik aurumuga  pon namer sent me pon namer people,"['karthik', 'aurumuga', 'pon', 'namer', 'sent', 'me', 'pon', 'namer', 'people']",9
None-of-the-above,Ada iru pa innum corona vey mudincha padu illai,"['ada', 'iru', 'pa', 'innum', 'corona', 'vey', 'mudincha', 'padu', 'illai']",9
None-of-the-above,Anyone kumbakonam gay best friend,"['anyone', 'kumbakonam', 'gay', 'best', 'friend']",5
Xenophobia,WHO chinaku sombu China ena solrangalo adhey dhan WHO solluvanga,"['who', 'chinaku', 'sombu', 'china', 'ena', 'solrangalo', 'adhey', 'dhan', 'who', 'solluvanga']",10
Misandry,Kothaaaaaa olunga Iruka mattanuga ivanuga,"['kothaaaaaa', 'olunga', 'iruka', 'mattanuga', 'ivanuga']",5
None-of-the-above,Hari Haran  hi I like college guys,"['hari', 'haran', 'hi', 'i', 'like', 'college', 'guys']",7
None-of-the-above,arun kumar  nice enaku pudicha ஊரு ❤️,"['arun', 'kumar', 'nice', 'enaku', 'pudicha', 'ஊரு']",6
Misandry,apache anand2644  yaara nee mutta koodhi...,"['apache', 'anand2644', 'yaara', 'nee', 'mutta', 'koodhi', '......']",7
None-of-the-above,Yov inda time la online class aah unuku???,"['yov', 'inda', 'time', 'la', 'online', 'class', 'aah', 'unuku', '?', '?', '?']",11
Misandry,Seeman oru archiyal veabari avan oru thachikku piranthavan,"['seeman', 'oru', 'archiyal', 'veabari', 'avan', 'oru', 'thachikku', 'piranthavan']",8
Hope-Speech,Kavi Nila  nan avangala ellarayum mathikiran. Avangala mathikiravangalum irukanga.sila per thappa ninaukiranga atha avanga thamathikinum.  நான் மனிதன மனிதனா மதிக்கிறவன்,"['kavi', 'nila', 'nan', 'avangala', 'ellarayum', 'mathikiran', '.', 'avangala', 'mathikiravangalum', 'irukanga', '.', 'sila', 'per', 'thappa', 'ninaukiranga', 'atha', 'avanga', 'thamathikinum', '.', 'நான்', 'மனிதன', 'மனிதனா', 'மதிக்கிறவன்']",23
Hope-Speech,Anandha babu  get well soon,"['anandha', 'babu', 'get', 'well', 'soon']",5
Misogyny,Nanum dhan sister.....konjam  kuda madhikave  mattaru.....na avaruku  serupuku  samanam  nu  soluvaru,"['nanum', 'dhan', 'sister', '......', 'konjam', 'kuda', 'madhikave', 'mattaru', '......', 'na', 'avaruku', 'serupuku', 'samanam', 'nu', 'soluvaru']",15
None-of-the-above,Neenga thermakol vidalam  avaru pesa koodatho ya pudukku,"['neenga', 'thermakol', 'vidalam', 'avaru', 'pesa', 'koodatho', 'ya', 'pudukku']",8
Hope-Speech,Ashiq spr.....elatayum orey mari iruka gud one,"['ashiq', 'spr', '......', 'elatayum', 'orey', 'mari', 'iruka', 'gud', 'one']",9
None-of-the-above,Neenga eluuuuuuuthu pasuratha ketkurathukea thani mind set venum,"['neenga', 'eluuuuuuuthu', 'pasuratha', 'ketkurathukea', 'thani', 'mind', 'set', 'venum']",8
None-of-the-above,munja paru u unnakku arivu eila sarinu sollra yengana okkanthu pechai yedukkalam,"['munja', 'paru', 'u', 'unnakku', 'arivu', 'eila', 'sarinu', 'sollra', 'yengana', 'okkanthu', 'pechai', 'yedukkalam']",12
None-of-the-above,Abinaya Sis  entha flight la poganum ? Anga poi epdi porakradhu ? Puriala,"['abinaya', 'sis', 'entha', 'flight', 'la', 'poganum', '?', 'anga', 'poi', 'epdi', 'porakradhu', '?', 'puriala']",13
None-of-the-above,kai neetti pasathinga kala neetti pasunga...,"['kai', 'neetti', 'pasathinga', 'kala', 'neetti', 'pasunga', '......']",7
None-of-the-above,Tamil cultural raising star paari,"['tamil', 'cultural', 'raising', 'star', 'paari']",5
None-of-the-above,Tq Anna super a speech kuduthinga nanum n husb m senthu kedom,"['tq', 'anna', 'super', 'a', 'speech', 'kuduthinga', 'nanum', 'n', 'husb', 'm', 'senthu', 'kedom']",12
Misandry,Shiva Sankar bro ivanga kitta poi idhellam pesuringa. virgin pasanga saabam summa vidadha serndha group bro. Konjam arivu irundha thaan puriyum.,"['shiva', 'sankar', 'bro', 'ivanga', 'kitta', 'poi', 'idhellam', 'pesuringa', '.', 'virgin', 'pasanga', 'saabam', 'summa', 'vidadha', 'serndha', 'group', 'bro', '.', 'konjam', 'arivu', 'irundha', 'thaan', 'puriyum', '.']",24
None-of-the-above,Oru manithanoda unarva purijuka try panuga ungala mari oru 2 peru pothum,"['oru', 'manithanoda', 'unarva', 'purijuka', 'try', 'panuga', 'ungala', 'mari', 'oru', '2', 'peru', 'pothum']",12
None-of-the-above,Manoj Nadarajan  yup.. so whuttttt?,"['manoj', 'nadarajan', 'yup', '......', 'so', 'whuttttt', '?']",7
None-of-the-above,Also iam gay all guys ellarum engalukku support pannunga❤️❤️❤️,"['also', 'iam', 'gay', 'all', 'guys', 'ellarum', 'engalukku', 'support', 'pannunga']",9
None-of-the-above,nee naan aval நீ நான் அவள்  ungaluku pappa c section or normal delivery ya,"['nee', 'naan', 'aval', 'நீ', 'நான்', 'அவள்', 'ungaluku', 'pappa', 'c', 'section', 'or', 'normal', 'delivery', 'ya']",14
None-of-the-above,Aathi ..... Yevlovo namba thevala pola.......,"['aathi', '......', 'yevlovo', 'namba', 'thevala', 'pola', '......']",7
None-of-the-above,News yarum pakkathinga ; Oru murai than sava porom ; Ana intha Media thinam thinam savadikira 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,"['news', 'yarum', 'pakkathinga', ';', 'oru', 'murai', 'than', 'sava', 'porom', ';', 'ana', 'intha', 'media', 'thinam', 'thinam', 'savadikira']",16
Misandry,Andha asingathula michamum echamum ningala kuda irukalam Illa...,"['andha', 'asingathula', 'michamum', 'echamum', 'ningala', 'kuda', 'irukalam', 'illa', '......']",9
None-of-the-above,Seekram manitha inam alinthal nallathu. Ivanunga pandra kuthukku athuvay bettar,"['seekram', 'manitha', 'inam', 'alinthal', 'nallathu', '.', 'ivanunga', 'pandra', 'kuthukku', 'athuvay', 'bettar']",11
None-of-the-above,GoD bless you my dear sennila,"['god', 'bless', 'you', 'my', 'dear', 'sennila']",6
None-of-the-above,Tamil cinema ivangalyum vaala vaikanum,"['tamil', 'cinema', 'ivangalyum', 'vaala', 'vaikanum']",5
None-of-the-above,Royal enfield Riders  onnum solradhukku illa,"['royal', 'enfield', 'riders', 'onnum', 'solradhukku', 'illa']",6
None-of-the-above,Veetoda  R C CHRISTIAN Mapillai  thevaina sollunga,"['veetoda', 'r', 'c', 'christian', 'mapillai', 'thevaina', 'sollunga']",7
Counter-speech,Ithana nala pethu valagurathu ivanga kannuku theriyala pola sothula pangu kodukurathu avnga virupom ithu Male irunthalaum Female la irunthalaum sari Itha thuki trust ku register panna evanla kekka mudium. Ponnu valaguravanguluku ena kudukanum avangaluku therium. ; ; Bro Nenga Ketta qus super,"['ithana', 'nala', 'pethu', 'valagurathu', 'ivanga', 'kannuku', 'theriyala', 'pola', 'sothula', 'pangu', 'kodukurathu', 'avnga', 'virupom', 'ithu', 'male', 'irunthalaum', 'female', 'la', 'irunthalaum', 'sari', 'itha', 'thuki', 'trust', 'ku', 'register', 'panna', 'evanla', 'kekka', 'mudium', '.', 'ponnu', 'valaguravanguluku', 'ena', 'kudukanum', 'avangaluku', 'therium', '.', ';', ';', 'bro', 'nenga', 'ketta', 'qus', 'super']",44
Counter-speech,Noorul Rifaya  entha ponnum kadaisi vara Amma appava Koda vachu kapathuranga?..porantha veedu pugundha veedunu pathi tha paka mudiyum...payan kadaisi vara appa  Amma kooda irunthu pakuranga....,"['noorul', 'rifaya', 'entha', 'ponnum', 'kadaisi', 'vara', 'amma', 'appava', 'koda', 'vachu', 'kapathuranga', '?', '......', 'porantha', 'veedu', 'pugundha', 'veedunu', 'pathi', 'tha', 'paka', 'mudiyum', '......', 'payan', 'kadaisi', 'vara', 'appa', 'amma', 'kooda', 'irunthu', 'pakuranga', '......']",31
None-of-the-above,Balkrizna arc   God bless,"['balkrizna', 'arc', 'god', 'bless']",4
None-of-the-above,Ram anna & chikku anna ....,"['ram', 'anna', '&', 'chikku', 'anna', '......']",6
None-of-the-above,Podaga  neegalum sattum... ...,"['podaga', 'neegalum', 'sattum', '......']",4
None-of-the-above,I love your voice 😘😍,"['i', 'love', 'your', 'voice']",4
None-of-the-above,Block t shirt super idhu pola good lover kedacha life eptilam irukkum but ellarum sex dha like pantranga,"['block', 't', 'shirt', 'super', 'idhu', 'pola', 'good', 'lover', 'kedacha', 'life', 'eptilam', 'irukkum', 'but', 'ellarum', 'sex', 'dha', 'like', 'pantranga']",18
None-of-the-above,madhavaraj madhavaraj  va da whaspp,"['madhavaraj', 'madhavaraj', 'va', 'da', 'whaspp']",5
None-of-the-above,🤫🤫🤫🤫🎼🚣🌍  itugu  yanna arthem,"['itugu', 'yanna', 'arthem']",3
Xenophobia,Karumam da...90 % hindi kaaringa,"['karumam', 'da', '......', '90', '%', 'hindi', 'kaaringa']",7
Xenophobia,Ipa flight la cancel ana dala adudadhu parava mulama parapa poran😥,"['ipa', 'flight', 'la', 'cancel', 'ana', 'dala', 'adudadhu', 'parava', 'mulama', 'parapa', 'poran']",11
None-of-the-above,Ishvar Mahendiran ungakita nan orumaila pesiruken.athuku sry....bt avaru solratha kavanichu patha crcta iruku....pathukonga.apram unga isdam.,"['ishvar', 'mahendiran', 'ungakita', 'nan', 'orumaila', 'pesiruken', '.', 'athuku', 'sry', '......', 'bt', 'avaru', 'solratha', 'kavanichu', 'patha', 'crcta', 'iruku', '......', 'pathukonga', '.', 'apram', 'unga', 'isdam', '.']",24
None-of-the-above,Neenga dowry illama marriage panni kudunga sir. Paiyan nallavana irundha podhum.,"['neenga', 'dowry', 'illama', 'marriage', 'panni', 'kudunga', 'sir', '.', 'paiyan', 'nallavana', 'irundha', 'podhum', '.']",13
None-of-the-above,Gowtham M  polama; ; ; Ur number,"['gowtham', 'm', 'polama', ';', ';', ';', 'ur', 'number']",8
None-of-the-above,anutza praisy ipovae vanthutta yarum poga matanagala?? Can't get you...,"['anutza', 'praisy', 'ipovae', 'vanthutta', 'yarum', 'poga', 'matanagala', '?', '?', 'can', ""'"", 't', 'get', 'you', '......']",15
None-of-the-above,Nanum tha gay anna 💕💝💖,"['nanum', 'tha', 'gay', 'anna']",4
None-of-the-above,Vimarsanam Nanum pannuven  OK ka,"['vimarsanam', 'nanum', 'pannuven', 'ok', 'ka']",5
None-of-the-above,love has no culture. Tq,"['love', 'has', 'no', 'culture', '.', 'tq']",6
None-of-the-above,ABDUL RAFIQ SEMA bro Avan apdi nenachilitam,"['abdul', 'rafiq', 'sema', 'bro', 'avan', 'apdi', 'nenachilitam']",7
None-of-the-above,Yizhuthu vachyu aruthuduven jaakaradha mariyaadhayaa pesu,"['yizhuthu', 'vachyu', 'aruthuduven', 'jaakaradha', 'mariyaadhayaa', 'pesu']",6
Misandry,Dai 10thu vayasuh pillaikitta jaathiya pesathanuh soldravan antha pillaya LKG sekum poothu tc la religion caste filla pannunga nu sollum bothu soldravan serupaala adichuruntha intha maathiri setuh pootuh pesanum avasiyamey illa jaathi venamnu sollala atha pillainga manasula atha veriya maathi varungaalatha jaathi mathamndra Perla kondraathinga🙏🙏🙏,"['dai', '10thu', 'vayasuh', 'pillaikitta', 'jaathiya', 'pesathanuh', 'soldravan', 'antha', 'pillaya', 'lkg', 'sekum', 'poothu', 'tc', 'la', 'religion', 'caste', 'filla', 'pannunga', 'nu', 'sollum', 'bothu', 'soldravan', 'serupaala', 'adichuruntha', 'intha', 'maathiri', 'setuh', 'pootuh', 'pesanum', 'avasiyamey', 'illa', 'jaathi', 'venamnu', 'sollala', 'atha', 'pillainga', 'manasula', 'atha', 'veriya', 'maathi', 'varungaalatha', 'jaathi', 'mathamndra', 'perla', 'kondraathinga']",45
None-of-the-above,Nagarigam nu onnu iruku la bro...,"['nagarigam', 'nu', 'onnu', 'iruku', 'la', 'bro', '......']",7
Misandry,H raga echa raga ne oru dupukku Raja jallra raja,"['h', 'raga', 'echa', 'raga', 'ne', 'oru', 'dupukku', 'raja', 'jallra', 'raja']",10
Hope-Speech,Go ahead Malini...  solvadhu ongi olikavendumaanal..  seyalal Sol...  ulagin thalai Sirandha Sol seyal...  serve  abandon people..,"['go', 'ahead', 'malini', '......', 'solvadhu', 'ongi', 'olikavendumaanal', '......', 'seyalal', 'sol', '......', 'ulagin', 'thalai', 'sirandha', 'sol', 'seyal', '......', 'serve', 'abandon', 'people', '......']",21
None-of-the-above,Podhum podhum list remba perusa pogudhu...,"['podhum', 'podhum', 'list', 'remba', 'perusa', 'pogudhu', '......']",7
Misogyny,Anitha Anitha  ava naki nedu uneku epdi teriyum niyum poi naki niya 🙂?,"['anitha', 'anitha', 'ava', 'naki', 'nedu', 'uneku', 'epdi', 'teriyum', 'niyum', 'poi', 'naki', 'niya', '?']",13
Hope-Speech,Wait pannunga kandipa ungalukunu oruthavanga varuvanga ..unga family kuta purinchu panga wait pannunga 💯,"['wait', 'pannunga', 'kandipa', 'ungalukunu', 'oruthavanga', 'varuvanga', '......', 'unga', 'family', 'kuta', 'purinchu', 'panga', 'wait', 'pannunga']",14
Counter-speech,Intha meg yar padipaingalan thariyathu but pakravingalu pengali penhaga respect pannunga avingalugu manasu iruugu,"['intha', 'meg', 'yar', 'padipaingalan', 'thariyathu', 'but', 'pakravingalu', 'pengali', 'penhaga', 'respect', 'pannunga', 'avingalugu', 'manasu', 'iruugu']",14
None-of-the-above,Super anna 👌👌👌; Hats off you  anna ; Vera level  anna ; We are  waiting for  part -2; Jaaimainvel  anna    suicide  painnapora nu   soliluim   pothu  Aintha  akka veindaim  nu  soinna  Vairthai    roimba   pedichuirku  anna ; Hats off you  Akka  also ; Avaingaluikku   nailla  manasu  👌👌👌 anna,"['super', 'anna', ';', 'hats', 'off', 'you', 'anna', ';', 'vera', 'level', 'anna', ';', 'we', 'are', 'waiting', 'for', 'part', '-', '2', ';', 'jaaimainvel', 'anna', 'suicide', 'painnapora', 'nu', 'soliluim', 'pothu', 'aintha', 'akka', 'veindaim', 'nu', 'soinna', 'vairthai', 'roimba', 'pedichuirku', 'anna', ';', 'hats', 'off', 'you', 'akka', 'also', ';', 'avaingaluikku', 'nailla', 'manasu', 'anna']",47
Misandry,Mental raja' BJP yin kooja avanai pannanum pooja,"['mental', 'raja', ""'"", 'bjp', 'yin', 'kooja', 'avanai', 'pannanum', 'pooja']",9
Misandry,Aalu punda..sootha mudra..ava adha pathi pesave varla... Kena punda,"['aalu', 'punda', '......', 'sootha', 'mudra', '......', 'ava', 'adha', 'pathi', 'pesave', 'varla', '......', 'kena', 'punda']",14
None-of-the-above,Vanakkam mathippitkuriya pari aya nan ilangaiyai sernthavar  engal naddilum thamilar pilavupaddathalathan nangal kasdapadukinrom thainaddilum athu vendame namellam thamilar madfumthan,"['vanakkam', 'mathippitkuriya', 'pari', 'aya', 'nan', 'ilangaiyai', 'sernthavar', 'engal', 'naddilum', 'thamilar', 'pilavupaddathalathan', 'nangal', 'kasdapadukinrom', 'thainaddilum', 'athu', 'vendame', 'namellam', 'thamilar', 'madfumthan']",19
None-of-the-above,like me Love me  athula unaku Enna problem,"['like', 'me', 'love', 'me', 'athula', 'unaku', 'enna', 'problem']",8
Counter-speech,Nikhil Raj  kadavul nabika enakum iruku naa bhramin nu nenachukutu peesikitu  iruka,"['nikhil', 'raj', 'kadavul', 'nabika', 'enakum', 'iruku', 'naa', 'bhramin', 'nu', 'nenachukutu', 'peesikitu', 'iruka']",12
None-of-the-above,EN MANASULA ULLATHA APDIYAE SOLLITAN DA,"['en', 'manasula', 'ullatha', 'apdiyae', 'sollitan', 'da']",6
None-of-the-above,Mick ah neetunaley peteru thaan,"['mick', 'ah', 'neetunaley', 'peteru', 'thaan']",5
None-of-the-above,Hi sikku and ram broooo,"['hi', 'sikku', 'and', 'ram', 'broooo']",5
None-of-the-above,Nice bro ponuka valkura vitham,"['nice', 'bro', 'ponuka', 'valkura', 'vitham']",5
None-of-the-above,I love video anna you are great 😘😘😘😘😘😘❤️❤️❤️❤️❤️,"['i', 'love', 'video', 'anna', 'you', 'are', 'great']",7
None-of-the-above,Shamini Pushparaj  love marriage ah,"['shamini', 'pushparaj', 'love', 'marriage', 'ah']",5
Counter-speech,Bro ithu LGBT YA kevala paduthura Mari iruku bro 😔😔😔,"['bro', 'ithu', 'lgbt', 'ya', 'kevala', 'paduthura', 'mari', 'iruku', 'bro']",9
None-of-the-above,Madan Gowri nalla pesurinka but konjam slow ah pesunka purinchukka mudila porinchu thaltrinka,"['madan', 'gowri', 'nalla', 'pesurinka', 'but', 'konjam', 'slow', 'ah', 'pesunka', 'purinchukka', 'mudila', 'porinchu', 'thaltrinka']",13
None-of-the-above,Atharavu therivitha anbu ulangaluku manamarntha nantrikal😍😍😘😘🙏🙏🙏,"['atharavu', 'therivitha', 'anbu', 'ulangaluku', 'manamarntha', 'nantrikal']",6
Misandry,H Rajavidam un appa per enna nu ketta oorla irukkuravan ellarperaiyum solrar aana andha pera solradillaiye yen,"['h', 'rajavidam', 'un', 'appa', 'per', 'enna', 'nu', 'ketta', 'oorla', 'irukkuravan', 'ellarperaiyum', 'solrar', 'aana', 'andha', 'pera', 'solradillaiye', 'yen']",17
Hope-Speech,Nalla manasu irukum pothu kadavalaga therikirarkal thenk god ...intha ulagathila nalla vangkaluku than kastam ellam,"['nalla', 'manasu', 'irukum', 'pothu', 'kadavalaga', 'therikirarkal', 'thenk', 'god', '......', 'intha', 'ulagathila', 'nalla', 'vangkaluku', 'than', 'kastam', 'ellam']",16
Xenophobia,Adhellam thalaya la vetti iruka matanga ; Neenga ovara buildup la vidadheenga ..; Unna madhiriye yevanachum muslim thalaivar vandhu unna madhiri oola viturupan avlodhan..nadadhu irukum..,"['adhellam', 'thalaya', 'la', 'vetti', 'iruka', 'matanga', ';', 'neenga', 'ovara', 'buildup', 'la', 'vidadheenga', '......', ';', 'unna', 'madhiriye', 'yevanachum', 'muslim', 'thalaivar', 'vandhu', 'unna', 'madhiri', 'oola', 'viturupan', 'avlodhan', '......', 'nadadhu', 'irukum', '......']",29
None-of-the-above,2 girls with 1 boy epdi irukkum super la 😍 ( 3 perukkum understanding irukkanum ),"['2', 'girls', 'with', '1', 'boy', 'epdi', 'irukkum', 'super', 'la', '(', '3', 'perukkum', 'understanding', 'irukkanum', ')']",15
None-of-the-above,Summa.... prank panren nu yevlavu kevalama panranga but TMP neenga rompa great pa ❤️,"['summa', '......', 'prank', 'panren', 'nu', 'yevlavu', 'kevalama', 'panranga', 'but', 'tmp', 'neenga', 'rompa', 'great', 'pa']",14
Misandry,H.raja ellaroda sunniya oombu da,"['h', '.', 'raja', 'ellaroda', 'sunniya', 'oombu', 'da']",7
Homophobia,Vishwa Hanu ama vantha una mari irukuranuvanga enna pannuvanunga theriyatha... 3 vayasu kolanthaiya kuda vida panra naiynga... ithulam thappu illa anga pesama inga vanthu pesuthu...,"['vishwa', 'hanu', 'ama', 'vantha', 'una', 'mari', 'irukuranuvanga', 'enna', 'pannuvanunga', 'theriyatha', '......', '3', 'vayasu', 'kolanthaiya', 'kuda', 'vida', 'panra', 'naiynga', '......', 'ithulam', 'thappu', 'illa', 'anga', 'pesama', 'inga', 'vanthu', 'pesuthu', '......']",28
None-of-the-above,Oootha bwoods kana ku*************************kallllla ampla pomala tha yathuiku da inthamathre interview pandringa,"['oootha', 'bwoods', 'kana', 'ku', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', 'kallllla', 'ampla', 'pomala', 'tha', 'yathuiku', 'da', 'inthamathre', 'interview', 'pandringa']",38
Misandry,Daii kena punda nii la enuma uyir ota iruka,"['daii', 'kena', 'punda', 'nii', 'la', 'enuma', 'uyir', 'ota', 'iruka']",9
